Unnamed: 0,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
35,TAS0014178,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Approved,3/27/17 0:00,5/27/17,07_Mar,09_May,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0,58.0,0,0,0,0,,,58.0,150.0,True,42808.46147,True,NO,
36,TAS0014377,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,: https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architec,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Approved,4/3/17 0:00,5/31/17,08_Apr,09_May,FY17,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42811.538660000006,True,NO,2. Approved
37,TAS0014706,TAS,St Louis Corp 211 N Broadway,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Amazon Web Services & Linux Academy (FY17 Amazon Web Services (AWS) Certification Program),,,New,AWS Certified Solutions Architect - Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Approved,4/1/17 0:00,5/31/17,08_Apr,09_May,FY17,FY17,Current project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0,38.0,0,0,0,0,,,38.0,150.0,True,42819.644089999994,True,NO,2. Approved
38,TAS0011967,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,3,TC,Technology Consulting,Client Data Protection  -  Technology Consulting  -  Accenture,Client Data Protection,Accenture,Classroom,,Client Data Protection-C (for AFS Executives Only),A12826,,,,,,,,Client Data Protection-C (for AFS Executives Only),ACN/AFS Curriculum,CDP,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/2/17 0:00,3/2/17,07_Mar,07_Mar,FY17,FY17,Current project/role,,4.5,No,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42759.48245,True,NO,3. Complete
39,TAS0016058,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,Design Thinking Introduction,A63835,,,,,,,,Design Thinking Introduction,Digital,Design Thinking Intro,TAS TC Advanced Tech & Arch Approval Group,,Approved,6/1/17 0:00,6/1/17,10_Jun,10_Jun,FY17,FY17,Accenture curriculum,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42846.56097,True,NO,2. Approved
40,TAS0016061,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,Design Thinking Introduction,A63835,,,,,,,,Design Thinking Introduction,Digital,Design Thinking Intro,TAS TC Advanced Tech & Arch Approval Group,,Approved,6/2/17 0:00,6/2/17,10_Jun,10_Jun,FY17,FY17,Current project/role,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42846.56743,True,NO,2. Approved
41,TAS0016068,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,Design Thinking Introduction,A63835,,,,,,,,Design Thinking Introduction,Digital,Design Thinking Intro,TAS TC Advanced Tech & Arch Approval Group,,Approved,6/1/17 0:00,6/1/17,10_Jun,10_Jun,FY17,FY17,Accenture curriculum,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42846.591980000005,True,NO,2. Approved
42,TAS0016077,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,Design Thinking Introduction,A63835,,,,,,,,Design Thinking Introduction,Digital,Design Thinking Intro,TAS TC Advanced Tech & Arch Approval Group,,Approved,5/2/17 0:00,5/2/17,09_May,09_May,FY17,FY17,Current project/role,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42846.61873,True,NO,2. Approved
43,TAS0016124,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,Design Thinking Introduction,A63835,,,,,,,,Design Thinking Introduction,Digital,Design Thinking Intro,TAS TC Advanced Tech & Arch Approval Group,,Approved,6/2/17 0:00,6/2/17,10_Jun,10_Jun,FY17,FY17,Accenture curriculum,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42849.54135,True,NO,2. Approved
44,TAS0009255,TAS,Baltimore AFS 6340 Security Blvd,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CompTIA Security+ (SY0-401) Prep,https://fedvte.usalearning.gov/viewcourse.php?group=1&course=31,Comp TIA,,,New,CompTIA Security+,https://certification.comptia.org/certifications/security,Yes,CompTIA Security+ - CompTIA Security+ (SY0-401) Prep,Cert prep,(SECR) Security+,TAS TDL Analyst Apprentice Approval Group,,Training Complete,8/29/16 0:00,9/29/16,12_Aug,01_Sep,FY16,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0,0.0,0,0,0,0,,,0.0,311.0,True,42608.57108,True,NO,3. Complete
45,TAS0012637,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,CompTia,,,New,Security +,https://www.comptia.org/about-us/our-story/certification,No,Security +,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Training Complete,2/14/17 0:00,2/24/17,06_Feb,06_Feb,FY17,FY17,Current project/role,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0,0.0,0,0,0,0,,,0.0,386.0,True,42780.30115,True,NO,3. Complete
46,TAS0014805,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect ÛÒ Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect ÛÒ Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Approved,3/28/17 0:00,5/28/17,07_Mar,09_May,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42822.547230000004,True,NO,2. Approved
47,MyL0048804,MyLearning,,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
48,MyL0131549,MyLearning,,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,"Indianapolis, IN Skyline Club, 1 American Square, Indianapolis, IN 46282",2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
49,TAS0013310,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Amazon Web Services (AWS),,,New,AWS Certified Solutions Architect - Associate,https://mycertification.accenture.com/web/Home/Index,Yes,AWS Certified Solutions Architect - Associate - Linux Academy,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Approved,3/2/17 0:00,6/2/17,07_Mar,10_Jun,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0,58.0,0,0,0,0,,,58.0,150.0,True,42796.55927,True,NO,2. Approved
50,TAS0012210,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,3,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,MD Momentum,0616ACS017,,,,,,,,MD Momentum,Leadership,MD Momentum,TAS TC Advanced Tech & Arch Approval Group,,Approved,6/19/17 0:00,6/23/17,10_Jun,10_Jun,FY17,FY17,Accenture curriculum,,40.0,Yes,8.0,48.0,500.0,0.0,0.0,4000.0,4500.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,4500.0,True,42766.6937,True,NO,2. Approved
51,TAS0013008,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,[FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,A00741,,,,,,,,[FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/17/17 0:00,3/17/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42794.46241,True,NO,3. Complete
52,TAS0012870,TAS,St Louis GS 211 N Broadway,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,https://rise.accenture.com/#do,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Approved,2/24/17 0:00,5/31/17,06_Feb,09_May,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42789.70804,True,NO,2. Approved
53,TAS0012878,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,A00741-0015,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/17/17 0:00,3/17/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42789.75847,True,NO,3. Complete
54,TAS0012887,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,https://mylearning.accenture.com/accenture/lang-en/management/LMS_ActDetails.asp?ActivityId=1357988&,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/16/17 0:00,3/16/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42790.37905,True,NO,3. Complete
55,TAS0013081,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,https://mylearning.accenture.com/myl-ui/learner/activitySupDetails?activityId=1300603&sessionId=1357,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/17/17 0:00,3/17/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42795.46041,True,NO,3. Complete
56,TAS0013707,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,https://mylearning.accenture.com/myl-ui/learner/activitySupDetails/register?activityId=1300603&sessi,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/16/17 0:00,3/16/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42800.80645,True,NO,3. Complete
57,TAS0013825,TAS,NY GS 1345 Ave Americas,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=upcomingTraining&activityID,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/24/17 0:00,3/24/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42802.40238,True,NO,3. Complete
58,TAS0014187,TAS,NY Corp 1345 Ave Americas,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,A00741,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/23/17 0:00,3/23/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42808.49485,True,NO,3. Complete
59,TAS0014211,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,A00741,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/16/17 0:00,3/16/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42808.62213,True,NO,3. Complete
60,TAS0014352,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1300603&activitySource=LM,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,3/17/17 0:00,3/17/17,07_Mar,07_Mar,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42810.7465,True,NO,3. Complete
61,TAS0014599,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1300606&activitySource=LM,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,4/13/17 0:00,4/13/17,08_Apr,08_Apr,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42816.616519999996,True,NO,3. Complete
62,TAS0012284,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,Liquid Architecture Construction School',https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=1264358&s,,,,,,,,Liquid Architecture Construction School',Tech Arch,Liquid Architecture Construction School,TAS TC Advanced Tech & Arch Approval Group,,Approved,6/26/17 0:00,6/30/17,10_Jun,10_Jun,FY17,FY17,Current project/role,,40.0,Yes,4.0,44.0,400.0,0.0,0.0,40.0,440.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,440.0,True,42768.691269999996,True,NO,2. Approved
63,TAS0015605,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,,Pluralsight + Code School Online Training: Get Access (FY17),A42017,,,,New,AWS Certified Solutions Architect ÛÒ Associate,https://www.pluralsight.com/courses/aws-certified-solutions-architect-associate,Yes,AWS Certified Solutions Architect ÛÒ Associate - Pluralsight + Code School Online Training: Get Access (FY17),Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Training Complete,4/14/17 0:00,4/30/17,08_Apr,08_Apr,FY17,FY17,Current project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42839.40509,True,NO,3. Complete
64,TAS0014660,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Developer Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Linux Academy,,,New,AWS Certified Solutions Architect - Associate Level,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect - Associate Level - AWS Certified Developer Associate,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Approved,4/15/17 0:00,6/15/17,08_Apr,10_Jun,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42817.6564,True,NO,2. Approved
65,TAS0013177,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect - Associate Level,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect - Associate Level - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,,Approved,3/6/17 0:00,5/8/17,07_Mar,09_May,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42796.43572,True,NO,2. Approved
